Player,Overs,Runs,Wickets,ER,MatchID,Team,Match,Date,Teams
Harshal Patel,4.0,0,37,0,717,Kings XI Punjab,13,2019-04-01,Punjab Kings v Delhi Capitals
Hanuma Vihari,1.0,0,9,0,717,Kings XI Punjab,13,2019-04-01,Punjab Kings v Delhi Capitals
Ravichandran Ashwin,4.0,0,31,2,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Sam Curran,2.2,0,11,4,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Mohammed Shami,4.0,0,27,2,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Hardus Viljoen,3.0,0,22,1,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Mujeeb Ur Rahman,4.0,0,36,0,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Murugan Ashwin,2.0,0,19,0,717,Delhi Capitals,13,2019-04-01,Punjab Kings v Delhi Capitals
Krishnappa Gowtham,4.0,0,19,0,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Dhawal Kulkarni,3.0,0,26,0,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Jofra Archer,4.0,0,47,1,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Shreyas Gopal,4.0,1,12,3,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Varun Aaron,1.0,0,16,0,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Stuart Binny,1.0,0,6,0,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Ben Stokes,3.0,0,29,0,718,Rajasthan Royals,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Umesh Yadav,3.5,0,40,0,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Navdeep Saini,4.0,0,35,0,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Mohammed Siraj,4.0,0,25,1,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Yuzvendra Chahal,4.0,0,17,2,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Marcus Stoinis,3.0,0,28,0,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Moeen Ali,1.0,0,14,0,718,Royal Challengers Bengaluru,14,2019-04-02,Rajasthan Royals v Royal Challengers Bengaluru
Deepak Chahar,3.0,0,21,1,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Shardul Thakur,4.0,0,37,0,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Mohit Sharma,3.0,0,27,1,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Imran Tahir,4.0,0,25,1,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Ravindra Jadeja,2.0,0,10,1,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Dwayne Bravo,4.0,0,49,1,719,Mumbai Indians,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Jason Behrendorff,4.0,0,22,2,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Lasith Malinga,4.0,0,34,3,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Hardik Pandya,4.0,0,20,3,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Jasprit Bumrah,4.0,0,27,0,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Rahul Chahar,2.0,0,11,0,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Krunal Pandya,2.0,0,12,0,719,Chennai Super Kings,15,2019-04-03,Mumbai Indians v Chennai Super Kings
Bhuvneshwar Kumar,4.0,0,27,2,720,Delhi Capitals,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Mohammad Nabi,4.0,0,21,2,720,Delhi Capitals,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Siddarth Kaul,4.0,0,35,2,720,Delhi Capitals,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Rashid Khan,4.0,0,18,1,720,Delhi Capitals,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Sandeep Sharma,4.0,0,25,1,720,Delhi Capitals,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Sandeep Lamichhane,4.0,0,32,1,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Axar Patel,4.0,0,18,1,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Chris Morris,3.0,0,26,0,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Kagiso Rabada,3.3,0,32,1,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Rahul Tewatia,3.0,0,10,1,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Ishant Sharma,1.0,0,5,1,720,Sunrisers Hyderabad,16,2019-04-04,Delhi Capitals v Sunrisers Hyderabad
Prasidh Krishna,3.0,0,41,0,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Piyush Chawla,4.0,0,32,0,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Sunil Narine,4.0,0,30,1,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Lockie Ferguson,2.0,0,32,0,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Kuldeep Yadav,4.0,0,31,1,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Nitish Rana,2.0,0,22,1,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Andre Russell,1.0,0,16,0,721,Royal Challengers Bengaluru,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Tim Southee,4.0,0,61,0,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Navdeep Saini,4.0,0,34,2,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Yuzvendra Chahal,4.0,0,24,1,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Mohammed Siraj,2.2,0,36,0,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Pawan Negi,3.1,0,21,2,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Marcus Stoinis,1.4,0,28,0,721,Kolkata Knight Riders,17,2019-04-05,Royal Challengers Bengaluru v Kolkata Knight Riders
Mohammed Shami,4.0,0,41,0,722,Chennai Super Kings,18,2019-04-06,Chennai Super Kings v Punjab Kings
Ravichandran Ashwin,4.0,0,23,3,722,Chennai Super Kings,18,2019-04-06,Chennai Super Kings v Punjab Kings
Sam Curran,4.0,0,35,0,722,Chennai Super Kings,18,2019-04-06,Chennai Super Kings v Punjab Kings
Andrew Tye,4.0,0,38,0,722,Chennai Super Kings,18,2019-04-06,Chennai Super Kings v Punjab Kings
Murugan Ashwin,4.0,0,23,0,722,Chennai Super Kings,18,2019-04-06,Chennai Super Kings v Punjab Kings
Deepak Chahar,4.0,0,40,1,722,Kings XI Punjab,18,2019-04-06,Chennai Super Kings v Punjab Kings
Harbhajan Singh,4.0,1,17,2,722,Kings XI Punjab,18,2019-04-06,Chennai Super Kings v Punjab Kings
Scott Kuggeleijn,4.0,0,37,2,722,Kings XI Punjab,18,2019-04-06,Chennai Super Kings v Punjab Kings
Ravindra Jadeja,4.0,0,24,0,722,Kings XI Punjab,18,2019-04-06,Chennai Super Kings v Punjab Kings
Imran Tahir,4.0,0,20,0,722,Kings XI Punjab,18,2019-04-06,Chennai Super Kings v Punjab Kings
Bhuvneshwar Kumar,4.0,0,34,1,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Sandeep Sharma,3.0,0,20,1,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Mohammad Nabi,4.0,0,13,1,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Yusuf Pathan,1.0,0,8,0,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Siddarth Kaul,4.0,0,34,2,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Rashid Khan,4.0,0,27,1,723,Sunrisers Hyderabad,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Jason Behrendorff,4.0,0,28,1,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Jasprit Bumrah,3.0,0,16,1,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Rahul Chahar,4.0,0,21,2,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Alzarri Joseph,3.4,1,12,6,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Krunal Pandya,2.0,0,9,0,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Hardik Pandya,1.0,0,7,0,723,Mumbai Indians,19,2019-04-06,Sunrisers Hyderabad v Mumbai Indians
Ishant Sharma,4.0,0,31,0,724,Royal Challengers Bengaluru,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Chris Morris,4.0,0,28,2,724,Royal Challengers Bengaluru,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Kagiso Rabada,4.0,0,21,4,724,Royal Challengers Bengaluru,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Axar Patel,4.0,0,22,1,724,Royal Challengers Bengaluru,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Sandeep Lamichhane,4.0,0,46,1,724,Royal Challengers Bengaluru,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Tim Southee,2.0,0,24,1,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Navdeep Saini,4.0,0,24,2,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Yuzvendra Chahal,4.0,0,36,0,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Pawan Negi,3.0,0,27,1,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Mohammed Siraj,1.5,0,14,1,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Moeen Ali,4.0,0,22,1,724,Delhi Capitals,20,2019-04-07,Royal Challengers Bengaluru v Delhi Capitals
Piyush Chawla,4.0,0,19,0,725,Rajasthan Royals,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Prasidh Krishna,4.0,0,35,1,725,Rajasthan Royals,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Sunil Narine,4.0,0,22,0,725,Rajasthan Royals,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Kuldeep Yadav,4.0,0,33,0,725,Rajasthan Royals,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Harry Gurney,4.0,0,25,2,725,Rajasthan Royals,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Dhawal Kulkarni,3.0,0,31,0,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Krishnappa Gowtham,1.0,0,22,0,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Jofra Archer,3.0,0,14,0,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Shreyas Gopal,4.0,0,35,2,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Sudhesan Midhun,2.0,0,27,0,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Ben Stokes,0.5,0,3,0,725,Kolkata Knight Riders,21,2019-04-07,Rajasthan Royals v Kolkata Knight Riders
Ankit Rajpoot,4.0,0,21,0,726,Kings XI Punjab,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Mujeeb Ur Rahman,4.0,0,34,1,726,Kings XI Punjab,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Mohammed Shami,4.0,0,30,1,726,Kings XI Punjab,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Ravichandran Ashwin,4.0,0,30,1,726,Kings XI Punjab,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Sam Curran,4.0,0,30,0,726,Kings XI Punjab,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Bhuvneshwar Kumar,4.0,0,25,0,726,Sunrisers Hyderabad,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Sandeep Sharma,4.0,0,21,2,726,Sunrisers Hyderabad,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Rashid Khan,4.0,0,20,1,726,Sunrisers Hyderabad,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Mohammad Nabi,3.5,0,42,0,726,Sunrisers Hyderabad,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Siddarth Kaul,4.0,0,42,1,726,Sunrisers Hyderabad,22,2019-04-08,Punjab Kings v Sunrisers Hyderabad
Deepak Chahar,4.0,0,20,3,727,Chennai Super Kings,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Harbhajan Singh,4.0,0,15,2,727,Chennai Super Kings,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Ravindra Jadeja,4.0,0,17,1,727,Chennai Super Kings,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Scott Kuggeleijn,4.0,0,34,0,727,Chennai Super Kings,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Imran Tahir,4.0,0,21,2,727,Chennai Super Kings,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Piyush Chawla,4.0,0,28,1,727,Kolkata Knight Riders,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Prasidh Krishna,4.0,0,23,0,727,Kolkata Knight Riders,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Sunil Narine,3.2,0,24,2,727,Kolkata Knight Riders,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Kuldeep Yadav,4.0,0,16,0,727,Kolkata Knight Riders,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Harry Gurney,2.0,0,20,0,727,Kolkata Knight Riders,23,2019-04-09,Chennai Super Kings v Kolkata Knight Riders
Jason Behrendorff,4.0,0,35,1,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Jasprit Bumrah,4.0,0,38,1,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Alzarri Joseph,2.0,0,22,0,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Rahul Chahar,4.0,0,27,0,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Hardik Pandya,4.0,0,57,2,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Krunal Pandya,2.0,0,17,0,728,Mumbai Indians,24,2019-04-10,Mumbai Indians v Punjab Kings
Ankit Rajpoot,4.0,0,52,1,728,Kings XI Punjab,24,2019-04-10,Mumbai Indians v Punjab Kings
Mohammed Shami,4.0,0,21,3,728,Kings XI Punjab,24,2019-04-10,Mumbai Indians v Punjab Kings
Hardus Viljoen,4.0,0,34,0,728,Kings XI Punjab,24,2019-04-10,Mumbai Indians v Punjab Kings
Ravichandran Ashwin,4.0,0,37,1,728,Kings XI Punjab,24,2019-04-10,Mumbai Indians v Punjab Kings
Sam Curran,4.0,0,54,1,728,Kings XI Punjab,24,2019-04-10,Mumbai Indians v Punjab Kings
Deepak Chahar,4.0,0,33,2,729,Rajasthan Royals,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Mitchell Santner,4.0,0,25,1,729,Rajasthan Royals,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Shardul Thakur,4.0,0,44,2,729,Rajasthan Royals,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Ravindra Jadeja,4.0,0,20,2,729,Rajasthan Royals,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Imran Tahir,4.0,0,28,0,729,Rajasthan Royals,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Dhawal Kulkarni,3.0,1,14,1,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Jaydev Unadkat,3.0,0,23,1,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Jofra Archer,4.0,1,19,1,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Riyan  Parag,3.0,0,24,0,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Shreyas Gopal,4.0,0,31,0,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Ben Stokes,3.0,0,39,2,729,Chennai Super Kings,25,2019-04-11,Rajasthan Royals v Chennai Super Kings
Ishant Sharma,4.0,1,21,1,730,Kolkata Knight Riders,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Chris Morris,4.0,0,38,2,730,Kolkata Knight Riders,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Kagiso Rabada,4.0,0,42,2,730,Kolkata Knight Riders,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Axar Patel,4.0,0,30,0,730,Kolkata Knight Riders,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Keemo Paul,4.0,0,46,2,730,Kolkata Knight Riders,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Prasidh Krishna,3.0,0,25,1,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Lockie Ferguson,3.0,0,37,0,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Andre Russell,3.0,0,29,1,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Kuldeep Yadav,4.0,0,28,0,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Piyush Chawla,2.5,0,35,0,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Carlos Brathwaite,1.0,0,13,0,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Nitish Rana,2.0,0,12,1,730,Delhi Capitals,26,2019-04-12,Kolkata Knight Riders v Delhi Capitals
Krishnappa Gowtham,3.0,0,39,0,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Dhawal Kulkarni,4.0,0,38,1,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Jofra Archer,4.0,0,39,3,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Jaydev Unadkat,4.0,0,36,1,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Shreyas Gopal,4.0,0,21,0,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Liam Livingstone,1.0,0,13,0,731,Mumbai Indians,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Jason Behrendorff,3.0,0,31,0,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Alzarri Joseph,3.0,0,53,0,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Rahul Chahar,4.0,0,34,1,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Jasprit Bumrah,4.0,0,23,2,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Krunal Pandya,4.0,0,34,3,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Hardik Pandya,1.3,0,11,0,731,Rajasthan Royals,27,2019-04-13,Mumbai Indians v Rajasthan Royals
Umesh Yadav,4.0,0,42,0,732,Kings XI Punjab,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Navdeep Saini,4.0,0,23,0,732,Kings XI Punjab,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Mohammed Siraj,4.0,0,54,1,732,Kings XI Punjab,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Yuzvendra Chahal,4.0,0,33,2,732,Kings XI Punjab,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Moeen Ali,4.0,0,19,1,732,Kings XI Punjab,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Sam Curran,3.0,0,31,0,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Mohammed Shami,4.0,0,43,1,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Ravichandran Ashwin,4.0,0,30,1,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Murugan Ashwin,4.0,0,24,0,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Andrew Tye,4.0,0,40,0,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Sarfaraz Khan,0.2,0,6,0,732,Royal Challengers Bengaluru,28,2019-04-13,Punjab Kings v Royal Challengers Bengaluru
Deepak Chahar,4.0,0,36,0,733,Kolkata Knight Riders,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Shardul Thakur,4.0,0,18,2,733,Kolkata Knight Riders,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Mitchell Santner,4.0,0,30,1,733,Kolkata Knight Riders,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Ravindra Jadeja,4.0,0,49,0,733,Kolkata Knight Riders,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Imran Tahir,4.0,0,27,4,733,Kolkata Knight Riders,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Prasidh Krishna,4.0,0,30,0,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Harry Gurney,4.0,0,37,1,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Andre Russell,1.0,0,16,0,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Sunil Narine,4.0,1,19,2,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Kuldeep Yadav,3.0,0,28,0,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Piyush Chawla,3.4,0,32,2,733,Chennai Super Kings,29,2019-04-14,Kolkata Knight Riders v Chennai Super Kings
Bhuvneshwar Kumar,4.0,0,33,2,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Khaleel Ahmed,4.0,0,30,3,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Sandeep Sharma,4.0,0,30,0,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Deepak Hooda,1.0,0,8,0,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Abhishek Sharma,1.0,0,10,1,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Vijay Shankar,2.0,0,17,0,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Rashid Khan,4.0,0,22,1,734,Sunrisers Hyderabad,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Ishant Sharma,3.0,0,19,0,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Kagiso Rabada,3.5,0,22,4,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Chris Morris,3.0,0,22,3,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Axar Patel,2.0,0,23,0,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Keemo Paul,4.0,0,17,3,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Amit Mishra,3.0,0,13,0,734,Delhi Capitals,30,2019-04-14,Sunrisers Hyderabad v Delhi Capitals
Jason Behrendorff,4.0,0,49,1,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Lasith Malinga,4.0,0,31,4,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Jasprit Bumrah,4.0,1,22,0,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Hardik Pandya,3.0,0,21,1,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Rahul Chahar,4.0,0,31,0,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Krunal Pandya,1.0,0,10,0,735,Mumbai Indians,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Umesh Yadav,2.0,0,25,0,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Navdeep Saini,3.0,0,34,0,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Mohammed Siraj,2.0,0,21,1,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Yuzvendra Chahal,4.0,0,27,2,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Pawan Negi,4.0,0,47,0,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Moeen Ali,4.0,0,18,2,735,Royal Challengers Bengaluru,31,2019-04-15,Mumbai Indians v Royal Challengers Bengaluru
Dhawal Kulkarni,4.0,0,37,1,736,Kings XI Punjab,32,2019-04-16,Punjab Kings v Rajasthan Royals
Jaydev Unadkat,4.0,0,48,1,736,Kings XI Punjab,32,2019-04-16,Punjab Kings v Rajasthan Royals
Jofra Archer,4.0,0,15,3,736,Kings XI Punjab,32,2019-04-16,Punjab Kings v Rajasthan Royals
Ish Sodhi,4.0,0,41,1,736,Kings XI Punjab,32,2019-04-16,Punjab Kings v Rajasthan Royals
Shreyas Gopal,4.0,0,31,0,736,Kings XI Punjab,32,2019-04-16,Punjab Kings v Rajasthan Royals
Arshdeep Singh,4.0,0,43,2,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
Mujeeb Ur Rahman,3.0,0,24,0,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
Murugan Ashwin,4.0,0,24,1,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
Ravichandran Ashwin,4.0,0,24,2,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
