Player,Runs,Balls,4s,6s,SR,Dismissal,Wicket_Taker,MatchID,Team,Match,Date,Teams
Glenn Maxwell,47,22,3,4,213.64,Catch Out,Kuldeep Yadav,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Rahul Tewatia,1,2,0,0,50.00,Catch Out,Curran,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Vijay Shankar,2,4,0,0,50.00,LBW,Narine,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Chris Morris,2,3,0,0,66.67,Bowled,Narine,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Mohammed Shami,7,6,1,0,116.67,Catch Out,Narine,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Shahbaz Nadeem,6,8,0,0,75.00,Not out,Not applicable,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Trent Boult,0,2,0,0,0.00,Caught  Bowled,Kuldeep Yadav,657,Kolkata Knight Riders,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals
Suryakumar Yadav,0,1,0,0,0.00,Bowled,Yadav,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Evin Lewis,65,42,6,5,154.76,Catch Out,Anderson,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Ishan Kishan,0,1,0,0,0.00,Bowled,Yadav,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Rohit Sharma,94,52,10,5,180.77,Catch Out,Anderson,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Krunal Pandya,15,12,1,1,125.00,Run out,Not applicable,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Kieron Pollard,5,7,0,0,71.43,Catch Out,Woakes,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Hardik Pandya,17,5,1,2,340.00,Not out,Not applicable,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Mitchell McClenaghan,0,0,0,0,0.00,Not out,Not applicable,658,Royal Challengers Bengaluru,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Virat Kohli,92,62,7,4,148.39,Not out,Not applicable,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Quinton de Kock,19,12,2,1,158.33,Catch Out,McClenaghan,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
AB de Villiers,1,2,0,0,50.00,Catch Out,McClenaghan,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Mandeep Singh,16,14,1,0,114.29,Stumped Out,Pandya,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Corey Anderson,0,1,0,0,0.00,Catch Out,Not applicable,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Washington Sundar,7,8,1,0,87.50,Catch Out,Pandya,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Sarfaraz Khan,5,6,1,0,83.33,Stumped Out,Not applicable,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Chris Woakes,11,11,0,1,100.00,Catch Out,Bumrah,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Umesh Yadav,1,2,0,0,50.00,Catch Out,Bumrah,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Mohammed Siraj,8,3,0,1,266.67,Not out,Not applicable,658,Mumbai Indians,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru
Ajinkya Rahane,36,19,5,1,189.47,Stumped Out,Rana,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
DArcy Short,44,43,5,1,102.33,Bowled,Rana,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Sanju Samson,7,8,1,0,87.50,Catch Out,Shivam Mavi,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Rahul Tripathi,15,11,2,0,136.36,Catch Out,Kuldeep Yadav,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Ben Stokes,14,11,0,1,127.27,Catch Out,Chawla,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Jos Buttler,24,18,2,0,133.33,Not out,Not applicable,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Krishnappa Gowtham,12,7,0,1,171.43,Catch Out,Curran,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Shreyas Gopal,0,1,0,0,0.00,Bowled,Curran,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Dhawal Kulkarni,3,3,0,0,100.00,Run out,Not applicable,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Jaydev Unadkat,0,0,0,0,0.00,Not out,Not applicable,659,Kolkata Knight Riders,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Sunil Narine,35,25,5,1,140.00,Run out,Not applicable,659,Rajasthan Royals,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Chris Lynn,0,2,0,0,0.00,Bowled,Gowtham,659,Rajasthan Royals,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Robin Uthappa,48,36,6,2,133.33,Catch Out,Gowtham,659,Rajasthan Royals,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Nitish Rana,35,27,2,1,129.63,Not out,Not applicable,659,Rajasthan Royals,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
Dinesh Karthik,42,23,2,2,182.61,Not out,Not applicable,659,Rajasthan Royals,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders
KL Rahul,18,21,3,0,85.71,LBW,Rashid Khan,660,Sunrisers Hyderabad,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Chris Gayle,104,63,1,11,165.08,Not out,Not applicable,660,Sunrisers Hyderabad,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Mayank Agarwal,18,9,2,1,200.00,Catch Out,Kaul,660,Sunrisers Hyderabad,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Karun Nair,31,21,3,1,147.62,Catch Out,Kumar,660,Sunrisers Hyderabad,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Aaron Finch,14,6,1,1,233.33,Not out,Not applicable,660,Sunrisers Hyderabad,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Wriddhiman Saha,6,7,1,0,85.71,Bowled,Sharma,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Shikhar Dhawan,0,1,0,0,0.00,Not out,Not applicable,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Kane Williamson,54,41,3,2,131.71,Catch Out,Tye,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Yusuf Pathan,19,13,3,0,146.15,Bowled,Sharma,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Manish Pandey,57,42,3,1,135.71,Not out,Not applicable,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Deepak Hooda,5,5,0,0,100.00,Catch Out,Not applicable,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Shakib Al Hasan,24,12,1,2,200.00,Not out,Not applicable,660,Kings XI Punjab,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad
Shane Watson,106,57,9,6,185.96,Catch Out,Laughlin,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Ambati Rayudu,12,8,2,0,150.00,Catch Out,Laughlin,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Suresh Raina,46,29,9,0,158.62,Catch Out,Gopal,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
M S Dhoni,5,3,1,0,166.67,Catch Out,Gopal,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Sam Billings,3,7,0,0,42.86,Catch Out,Gopal,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Dwayne Bravo,24,16,4,0,150.00,Not out,Not applicable,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Ravindra Jadeja,2,1,0,0,200.00,Not out,Not applicable,661,Chennai Super Kings,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Ajinkya Rahane,16,11,1,1,145.45,Bowled,Chahar,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Heinrich Klaasen,7,7,1,0,100.00,Bowled,Thakur,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Sanju Samson,2,3,0,0,66.67,Catch Out,Chahar,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Ben Stokes,45,37,3,1,121.62,Catch Out,Imran Tahir,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Jos Buttler,22,17,1,1,129.41,Catch Out,Bravo,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Rahul Tripathi,5,5,0,0,100.00,Catch Out,Bravo,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Stuart Binny,10,8,1,0,125.00,Caught  Bowled,Thakur,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Krishnappa Gowtham,1,2,0,0,50.00,Catch Out,Watson,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Shreyas Gopal,8,10,0,0,80.00,Not out,Not applicable,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Jaydev Unadkat,16,10,3,0,160.00,Bowled,Sharma,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Ben Laughlin,0,1,0,0,0.00,Catch Out,Sharma,661,Rajasthan Royals,17,2018-04-20,Rajasthan Royals v Chennai Super Kings
Chris Lynn,74,41,6,4,180.49,Catch Out,Tye,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Sunil Narine,1,4,0,0,25.00,Catch Out,Mujee,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Robin Uthappa,34,23,5,1,147.83,Catch Out,Ashwin,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Nitish Rana,3,5,0,0,60.00,Run out,Not applicable,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Dinesh Karthik,43,28,6,0,153.57,Catch Out,Sran,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Andre Russell,10,7,2,0,142.86,Catch Out,Sran,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Shubman Gill,14,8,2,0,175.00,Not out,Not applicable,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Tom Curran,1,3,0,0,33.33,Catch Out,Tye,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Piyush Chawla,2,2,0,0,100.00,Not out,Not applicable,662,Kings XI Punjab,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
KL Rahul,60,27,9,2,222.22,Catch Out,Narine,662,Kolkata Knight Riders,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Chris Gayle,62,38,5,6,163.16,Not out,Not applicable,662,Kolkata Knight Riders,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Mayank Agarwal,2,2,0,0,100.00,Not out,Not applicable,662,Kolkata Knight Riders,18,2018-04-21,Kolkata Knight Riders v Punjab Kings
Jason Roy,5,16,0,0,31.25,Bowled,Chahal,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Gautam Gambhir,3,10,0,0,30.00,Catch Out,Yadav,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Shreyas Iyer,52,31,4,3,167.74,Catch Out,Washington Sundar,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Rishabh Pant,85,48,6,7,177.08,Catch Out,Anderson,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Glenn Maxwell,4,6,0,0,66.67,Catch Out,Chahal,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Rahul Tewatia,13,9,3,0,144.44,Not out,Not applicable,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Chris Morris,0,0,0,0,0.00,Not out,Not applicable,663,Delhi Daredevils,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Quinton de Kock,18,16,1,1,112.50,Run out,Not applicable,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Manan Vohra,2,5,0,0,40.00,Catch Out,Maxwell,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Virat Kohli,30,26,2,1,115.38,Catch Out,Patel,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
AB de Villiers,90,39,10,5,230.77,Not out,Not applicable,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Corey Anderson,15,13,0,1,115.38,Bowled,Boult,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Mandeep Singh,17,9,1,1,188.89,Not out,Not applicable,663,Royal Challengers Bengaluru,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals
Shane Watson,9,15,0,1,60.00,Catch Out,Kumar,664,Chennai Super Kings,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Faf du Plessis,11,13,1,0,84.62,Stumped Out,Rashid Khan,664,Chennai Super Kings,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Suresh Raina,54,43,5,2,125.58,Not out,Not applicable,664,Chennai Super Kings,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Ambati Rayudu,79,37,9,4,213.51,Run out,Not applicable,664,Chennai Super Kings,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
M S Dhoni,25,12,3,1,208.33,Not out,Not applicable,664,Chennai Super Kings,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Ricky Bhui,0,5,0,0,0.00,Catch Out,Chahar,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Kane Williamson,84,51,5,5,164.71,Catch Out,Bravo,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Manish Pandey,0,2,0,0,0.00,Catch Out,Chahar,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Deepak Hooda,1,7,0,0,14.29,Catch Out,Chahar,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Shakib Al Hasan,24,19,2,1,126.32,Catch Out,Sharma,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Yusuf Pathan,45,27,1,4,166.67,Catch Out,Thakur,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Wriddhiman Saha,5,5,0,0,100.00,Not out,Not applicable,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Rashid Khan,17,4,1,2,425.00,Not out,Not applicable,664,Sunrisers Hyderabad,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings
Suryakumar Yadav,72,47,6,3,153.19,Catch Out,Unadkat,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Evin Lewis,0,1,0,0,0.00,Bowled,Kulkarni,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Ishan Kishan,58,42,4,3,138.10,Catch Out,Kulkarni,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Kieron Pollard,21,20,1,1,105.00,Not out,Not applicable,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Rohit Sharma,0,1,0,0,0.00,Run out,Not applicable,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Krunal Pandya,7,6,1,0,116.67,Catch Out,Archer,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Hardik Pandya,4,2,1,0,200.00,Catch Out,Archer,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Mitchell McClenaghan,0,1,0,0,0.00,Catch Out,Archer,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Mayank Markande,0,1,0,0,0.00,Not out,Not applicable,665,Mumbai Indians,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Ajinkya Rahane,14,17,1,0,82.35,Catch Out,McClenaghan,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Rahul Tripathi,9,8,1,0,112.50,Catch Out,Pandya,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Sanju Samson,52,39,4,0,133.33,Catch Out,Bumrah,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Ben Stokes,40,27,3,1,148.15,Bowled,Pandya,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Jos Buttler,6,8,0,0,75.00,Bowled,Bumrah,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Heinrich Klaasen,0,1,0,0,0.00,Catch Out,Mustafizur Rahman,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Jofra Archer,8,9,1,0,88.89,Caught  Bowled,Pandya,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Krishnappa Gowtham,33,11,4,2,300.00,Not out,Not applicable,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
Jaydev Unadkat,0,0,0,0,0.00,Not out,Not applicable,665,Rajasthan Royals,21,2018-04-22,Rajasthan Royals v Mumbai Indians
KL Rahul,23,15,3,1,153.33,Catch Out,Plunkett,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Aaron Finch,2,4,0,0,50.00,Catch Out,Avesh Khan,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Mayank Agarwal,21,16,3,0,131.25,Bowled,Plunkett,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Karun Nair,34,32,4,0,106.25,Catch Out,Plunkett,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Yuvraj Singh,14,17,1,0,82.35,Catch Out,Avesh Khan,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
David Miller,26,19,1,1,136.84,Catch Out,Christian,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Ravichandran Ashwin,6,7,0,0,85.71,Catch Out,Boult,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Andrew Tye,3,9,0,0,33.33,Bowled,Boult,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Barinder Sran,0,1,0,0,0.00,Not out,Not applicable,666,Kings XI Punjab,22,2018-04-23,Delhi Capitals v Punjab Kings
Prithvi Shaw,22,10,4,0,220.00,Bowled,Rajpoot,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Gautam Gambhir,4,13,0,0,30.77,Catch Out,Tye,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Glenn Maxwell,12,10,1,1,120.00,Catch Out,Rajpoot,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Shreyas Iyer,57,45,5,1,126.67,Catch Out,Mujee,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Rishabh Pant,4,7,0,0,57.14,Bowled,Mujee,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Dan Christian,6,11,0,0,54.55,Run out,Not applicable,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Rahul Tewatia,24,21,1,1,114.29,Catch Out,Tye,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Liam Plunkett,0,1,0,0,0.00,Catch Out,Sran,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Amit Mishra,1,2,0,0,50.00,Not out,Not applicable,666,Delhi Daredevils,22,2018-04-23,Delhi Capitals v Punjab Kings
Shikhar Dhawan,5,6,1,0,83.33,Catch Out,McClenaghan,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Kane Williamson,29,21,5,0,138.10,Catch Out,Pandya,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Wriddhiman Saha,0,2,0,0,0.00,Catch Out,McClenaghan,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Manish Pandey,16,11,3,0,145.45,Catch Out,Pandya,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Shakib Al Hasan,2,4,0,0,50.00,Run out,Not applicable,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Yusuf Pathan,29,33,2,1,87.88,Catch Out,Mustafizur Rahman,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Mohammad Nabi,14,10,2,0,140.00,Bowled,Markande,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Rashid Khan,6,9,0,0,66.67,Catch Out,Bumrah,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Basil Thampi,3,6,0,0,50.00,Bowled,Markande,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Siddarth Kaul,2,9,0,0,22.22,Run out,Not applicable,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Sandeep Sharma,0,1,0,0,0.00,Not out,Not applicable,667,Sunrisers Hyderabad,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Suryakumar Yadav,34,38,4,0,89.47,Catch Out,Basil Thampi,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Evin Lewis,5,9,1,0,55.56,Catch Out,Sandeep Sharma,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Ishan Kishan,0,3,0,0,0.00,Catch Out,Not applicable,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Rohit Sharma,2,6,0,0,33.33,Catch Out,Shaki,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Krunal Pandya,24,20,4,0,120.00,LBW,Rashid Khan,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Kieron Pollard,9,6,0,1,150.00,Catch Out,Rashid Khan,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Hardik Pandya,3,19,0,0,15.79,Catch Out,Kaul,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Mitchell McClenaghan,0,2,0,0,0.00,LBW,Kaul,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Mayank Markande,1,2,0,0,50.00,LBW,Kaul,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Jasprit Bumrah,6,5,1,0,120.00,Not out,Not applicable,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Mustafizur Rahman,1,3,0,0,33.33,Catch Out,Not applicable,667,Mumbai Indians,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad
Quinton de Kock,53,37,1,4,143.24,Caught  Bowled,Bravo,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Virat Kohli,18,15,3,0,120.00,Catch Out,Thakur,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
AB de Villiers,68,30,2,8,226.67,Catch Out,Imran Tahir,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Corey Anderson,2,8,0,0,25.00,Catch Out,hajan Singh,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Mandeep Singh,32,17,1,3,188.24,Catch Out,Thakur,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Colin de Grandhomme,11,7,1,0,157.14,Run out,Not applicable,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Pawan Negi,0,1,0,0,0.00,Run out,Not applicable,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Washington Sundar,13,4,1,1,325.00,Not out,Not applicable,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Umesh Yadav,0,1,0,0,0.00,Catch Out,Bravo,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Mohammed Siraj,0,0,0,0,0.00,Not out,Not applicable,668,Chennai Super Kings,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Shane Watson,7,4,0,1,175.00,Catch Out,Negi,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Ambati Rayudu,82,53,3,8,154.72,Run out,Not applicable,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Suresh Raina,11,9,2,0,122.22,Catch Out,Yadav,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Sam Billings,9,7,2,0,128.57,Catch Out,Chahal,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Ravindra Jadeja,3,5,0,0,60.00,Bowled,Chahal,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
M S Dhoni,70,34,1,7,205.88,Not out,Not applicable,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Dwayne Bravo,14,7,1,1,200.00,Not out,Not applicable,668,Royal Challengers Bengaluru,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings
Shikhar Dhawan,11,8,2,0,137.50,Catch Out,Rajpoot,669,Kings XI Punjab,25,2018-04-26,Sunrisers Hyderabad v Punjab Kings
Kane Williamson,0,3,0,0,0.00,Catch Out,Rajpoot,669,Kings XI Punjab,25,2018-04-26,Sunrisers Hyderabad v Punjab Kings
